geo_level, geo_code, geo_version, class, name, statistic, total
district,DC29,2016,500 001-800K,Ballito    KwaDukuza,Highest price per hectare in 12 months(R/ha),633333
district,DC29,2016,800 001-1M,Ballito    KwaDukuza,Highest price per hectare in 12 months(R/ha),
district,DC29,2016,Above1M,Ballito    KwaDukuza,Highest price per hectare in 12 months(R/ha),11742988
district,DC29,2016,Under1.5K,Ballito    KwaDukuza,Average price per hectare in 12 months(R/ha),
district,DC29,2016,1 501-3K,Ballito    KwaDukuza,Average price per hectare in 12 months(R/ha),
district,DC29,2016,3 001-5K,Ballito    KwaDukuza,Average price per hectare in 12 months(R/ha),3846
district,DC29,2016,5 001-10K,Ballito    KwaDukuza,Average price per hectare in 12 months(R/ha),9677
district,DC29,2016,10 001-20K,Ballito    KwaDukuza,Average price per hectare in 12 months(R/ha),10875
district,DC29,2016,20 001-30K,Ballito    KwaDukuza,Average price per hectare in 12 months(R/ha),27358
district,DC29,2016,30 001-40K,Ballito    KwaDukuza,Average price per hectare in 12 months(R/ha),30281
district,DC29,2016,40 001-50K,Ballito    KwaDukuza,Average price per hectare in 12 months(R/ha),45968
district,DC29,2016,50 001-100K,Ballito    KwaDukuza,Average price per hectare in 12 months(R/ha),75156
district,DC29,2016,100 001-150K,Ballito    KwaDukuza,Average price per hectare in 12 months(R/ha),119707
district,DC29,2016,150 001-200K,Ballito    KwaDukuza,Average price per hectare in 12 months(R/ha),193798
district,DC29,2016,200 001-300K,Ballito    KwaDukuza,Average price per hectare in 12 months(R/ha),
district,DC29,2016,300 001-500K,Ballito    KwaDukuza,Average price per hectare in 12 months(R/ha),461538
district,DC29,2016,500 001-800K,Ballito    KwaDukuza,Average price per hectare in 12 months(R/ha),610417
district,DC29,2016,800 001-1M,Ballito    KwaDukuza,Average price per hectare in 12 months(R/ha),
district,DC29,2016,Above1M,Ballito    KwaDukuza,Average price per hectare in 12 months(R/ha),10383994
district,DC29,2016,Under1.5K,Ballito    KwaDukuza,Price trend per hectare in 12 months(R/ha),
district,DC29,2016,1 501-3K,Ballito    KwaDukuza,Price trend per hectare in 12 months(R/ha),
district,DC29,2016,3 001-5K,Ballito    KwaDukuza,Price trend per hectare in 12 months(R/ha),
district,DC29,2016,5 001-10K,Ballito    KwaDukuza,Price trend per hectare in 12 months(R/ha),
district,DC29,2016,10 001-20K,Ballito    KwaDukuza,Price trend per hectare in 12 months(R/ha),188
district,DC29,2016,20 001-30K,Ballito    KwaDukuza,Price trend per hectare in 12 months(R/ha),
district,DC29,2016,30 001-40K,Ballito    KwaDukuza,Price trend per hectare in 12 months(R/ha),
district,DC29,2016,40 001-50K,Ballito    KwaDukuza,Price trend per hectare in 12 months(R/ha),63
district,DC29,2016,50 001-100K,Ballito    KwaDukuza,Price trend per hectare in 12 months(R/ha),-1183
district,DC29,2016,100 001-150K,Ballito    KwaDukuza,Price trend per hectare in 12 months(R/ha),-3398
district,DC29,2016,150 001-200K,Ballito    KwaDukuza,Price trend per hectare in 12 months(R/ha),
district,DC29,2016,200 001-300K,Ballito    KwaDukuza,Price trend per hectare in 12 months(R/ha),
district,DC29,2016,300 001-500K,Ballito    KwaDukuza,Price trend per hectare in 12 months(R/ha),
district,DC29,2016,500 001-800K,Ballito    KwaDukuza,Price trend per hectare in 12 months(R/ha),-15278
district,DC29,2016,800 001-1M,Ballito    KwaDukuza,Price trend per hectare in 12 months(R/ha),
district,DC29,2016,Above1M,Ballito    KwaDukuza,Price trend per hectare in 12 months(R/ha),
district,DC29,2016,Under1.5K,Ballito    KwaDukuza,Average trend in 12 months(%),
district,DC29,2016,1 501-3K,Ballito    KwaDukuza,Average trend in 12 months(%),
district,DC29,2016,3 001-5K,Ballito    KwaDukuza,Average trend in 12 months(%),
district,DC29,2016,5 001-10K,Ballito    KwaDukuza,Average trend in 12 months(%),
district,DC29,2016,10 001-20K,Ballito    KwaDukuza,Average trend in 12 months(%),1.7
district,DC29,2016,20 001-30K,Ballito    KwaDukuza,Average trend in 12 months(%),
district,DC29,2016,30 001-40K,Ballito    KwaDukuza,Average trend in 12 months(%),
district,DC29,2016,40 001-50K,Ballito    KwaDukuza,Average trend in 12 months(%),0.1
district,DC29,2016,50 001-100K,Ballito    KwaDukuza,Average trend in 12 months(%),-1.6
district,DC29,2016,100 001-150K,Ballito    KwaDukuza,Average trend in 12 months(%),-2.8
district,DC29,2016,150 001-200K,Ballito    KwaDukuza,Average trend in 12 months(%),
district,DC29,2016,200 001-300K,Ballito    KwaDukuza,Average trend in 12 months(%),
district,DC29,2016,300 001-500K,Ballito    KwaDukuza,Average trend in 12 months(%),
district,DC29,2016,500 001-800K,Ballito    KwaDukuza,Average trend in 12 months(%),-2.5
district,DC29,2016,800 001-1M,Ballito    KwaDukuza,Average trend in 12 months(%),
district,DC29,2016,Above1M,Ballito    KwaDukuza,Average trend in 12 months(%),
district,DC29,2016,Under1.5K,Ballito    KwaDukuza,Average price in November 2018(R/ha),
district,DC29,2016,1 501-3K,Ballito    KwaDukuza,Average price in November 2018(R/ha),
district,DC29,2016,3 001-5K,Ballito    KwaDukuza,Average price in November 2018(R/ha),
district,DC29,2016,5 001-10K,Ballito    KwaDukuza,Average price in November 2018(R/ha),
district,DC29,2016,10 001-20K,Ballito    KwaDukuza,Average price in November 2018(R/ha),
district,DC29,2016,20 001-30K,Ballito    KwaDukuza,Average price in November 2018(R/ha),
district,DC29,2016,30 001-40K,Ballito    KwaDukuza,Average price in November 2018(R/ha),
district,DC29,2016,40 001-50K,Ballito    KwaDukuza,Average price in November 2018(R/ha),
district,DC29,2016,50 001-100K,Ballito    KwaDukuza,Average price in November 2018(R/ha),66934
district,DC29,2016,100 001-150K,Ballito    KwaDukuza,Average price in November 2018(R/ha),103933
district,DC29,2016,150 001-200K,Ballito    KwaDukuza,Average price in November 2018(R/ha),
district,DC29,2016,200 001-300K,Ballito    KwaDukuza,Average price in November 2018(R/ha),
district,DC29,2016,300 001-500K,Ballito    KwaDukuza,Average price in November 2018(R/ha),
district,DC29,2016,500 001-800K,Ballito    KwaDukuza,Average price in November 2018(R/ha),
district,DC29,2016,800 001-1M,Ballito    KwaDukuza,Average price in November 2018(R/ha),
district,DC29,2016,Above1M,Ballito    KwaDukuza,Average price in November 2018(R/ha),
district,DC9,2016,Under1.5K,Barkley-Wes  Dikgatlong,Number of transactions in 12 months,1
district,DC9,2016,1 501-3K,Barkley-Wes  Dikgatlong,Number of transactions in 12 months,2
district,DC9,2016,3 001-5K,Barkley-Wes  Dikgatlong,Number of transactions in 12 months,4
district,DC9,2016,5 001-10K,Barkley-Wes  Dikgatlong,Number of transactions in 12 months,6
district,DC9,2016,10 001-20K,Barkley-Wes  Dikgatlong,Number of transactions in 12 months,
district,DC9,2016,20 001-30K,Barkley-Wes  Dikgatlong,Number of transactions in 12 months,
district,DC9,2016,30 001-40K,Barkley-Wes  Dikgatlong,Number of transactions in 12 months,
district,DC9,2016,40 001-50K,Barkley-Wes  Dikgatlong,Number of transactions in 12 months,
district,DC9,2016,50 001-100K,Barkley-Wes  Dikgatlong,Number of transactions in 12 months,
district,DC9,2016,100 001-150K,Barkley-Wes  Dikgatlong,Number of transactions in 12 months,
district,DC9,2016,150 001-200K,Barkley-Wes  Dikgatlong,Number of transactions in 12 months,
district,DC9,2016,200 001-300K,Barkley-Wes  Dikgatlong,Number of transactions in 12 months,
district,DC9,2016,300 001-500K,Barkley-Wes  Dikgatlong,Number of transactions in 12 months,
district,DC9,2016,500 001-800K,Barkley-Wes  Dikgatlong,Number of transactions in 12 months,
district,DC9,2016,800 001-1M,Barkley-Wes  Dikgatlong,Number of transactions in 12 months,
district,DC9,2016,Above1M,Barkley-Wes  Dikgatlong,Number of transactions in 12 months,
district,DC9,2016,Under1.5K,Barkley-Wes  Dikgatlong,Total hectare traded in 12 months(ha),2017
district,DC9,2016,1 501-3K,Barkley-Wes  Dikgatlong,Total hectare traded in 12 months(ha),1822
district,DC9,2016,3 001-5K,Barkley-Wes  Dikgatlong,Total hectare traded in 12 months(ha),8394
district,DC9,2016,5 001-10K,Barkley-Wes  Dikgatlong,Total hectare traded in 12 months(ha),6389
district,DC9,2016,10 001-20K,Barkley-Wes  Dikgatlong,Total hectare traded in 12 months(ha),
district,DC9,2016,20 001-30K,Barkley-Wes  Dikgatlong,Total hectare traded in 12 months(ha),
district,DC9,2016,30 001-40K,Barkley-Wes  Dikgatlong,Total hectare traded in 12 months(ha),
district,DC9,2016,40 001-50K,Barkley-Wes  Dikgatlong,Total hectare traded in 12 months(ha),
district,DC9,2016,50 001-100K,Barkley-Wes  Dikgatlong,Total hectare traded in 12 months(ha),
district,DC9,2016,100 001-150K,Barkley-Wes  Dikgatlong,Total hectare traded in 12 months(ha),
district,DC9,2016,150 001-200K,Barkley-Wes  Dikgatlong,Total hectare traded in 12 months(ha),
district,DC9,2016,200 001-300K,Barkley-Wes  Dikgatlong,Total hectare traded in 12 months(ha),
district,DC9,2016,300 001-500K,Barkley-Wes  Dikgatlong,Total hectare traded in 12 months(ha),
district,DC9,2016,500 001-800K,Barkley-Wes  Dikgatlong,Total hectare traded in 12 months(ha),
district,DC9,2016,800 001-1M,Barkley-Wes  Dikgatlong,Total hectare traded in 12 months(ha),
district,DC9,2016,Above1M,Barkley-Wes  Dikgatlong,Total hectare traded in 12 months(ha),
district,DC9,2016,Under1.5K,Barkley-Wes  Dikgatlong,Lowest price per hectare in 12 months(R/ha),992
district,DC9,2016,1 501-3K,Barkley-Wes  Dikgatlong,Lowest price per hectare in 12 months(R/ha),2326
district,DC9,2016,3 001-5K,Barkley-Wes  Dikgatlong,Lowest price per hectare in 12 months(R/ha),3151
district,DC9,2016,5 001-10K,Barkley-Wes  Dikgatlong,Lowest price per hectare in 12 months(R/ha),5297
district,DC9,2016,10 001-20K,Barkley-Wes  Dikgatlong,Lowest price per hectare in 12 months(R/ha),
district,DC9,2016,20 001-30K,Barkley-Wes  Dikgatlong,Lowest price per hectare in 12 months(R/ha),
district,DC9,2016,30 001-40K,Barkley-Wes  Dikgatlong,Lowest price per hectare in 12 months(R/ha),
district,DC9,2016,40 001-50K,Barkley-Wes  Dikgatlong,Lowest price per hectare in 12 months(R/ha),
district,DC9,2016,50 001-100K,Barkley-Wes  Dikgatlong,Lowest price per hectare in 12 months(R/ha),
district,DC9,2016,100 001-150K,Barkley-Wes  Dikgatlong,Lowest price per hectare in 12 months(R/ha),
district,DC9,2016,150 001-200K,Barkley-Wes  Dikgatlong,Lowest price per hectare in 12 months(R/ha),
district,DC9,2016,200 001-300K,Barkley-Wes  Dikgatlong,Lowest price per hectare in 12 months(R/ha),
district,DC9,2016,300 001-500K,Barkley-Wes  Dikgatlong,Lowest price per hectare in 12 months(R/ha),
district,DC9,2016,500 001-800K,Barkley-Wes  Dikgatlong,Lowest price per hectare in 12 months(R/ha),
district,DC9,2016,800 001-1M,Barkley-Wes  Dikgatlong,Lowest price per hectare in 12 months(R/ha),
district,DC9,2016,Above1M,Barkley-Wes  Dikgatlong,Lowest price per hectare in 12 months(R/ha),
district,DC9,2016,Under1.5K,Barkley-Wes  Dikgatlong,Highest price per hectare in 12 months(R/ha),992
district,DC9,2016,1 501-3K,Barkley-Wes  Dikgatlong,Highest price per hectare in 12 months(R/ha),2875
district,DC9,2016,3 001-5K,Barkley-Wes  Dikgatlong,Highest price per hectare in 12 months(R/ha),4573
district,DC9,2016,5 001-10K,Barkley-Wes  Dikgatlong,Highest price per hectare in 12 months(R/ha),7779
district,DC9,2016,10 001-20K,Barkley-Wes  Dikgatlong,Highest price per hectare in 12 months(R/ha),
district,DC9,2016,20 001-30K,Barkley-Wes  Dikgatlong,Highest price per hectare in 12 months(R/ha),
district,DC9,2016,30 001-40K,Barkley-Wes  Dikgatlong,Highest price per hectare in 12 months(R/ha),
district,DC9,2016,40 001-50K,Barkley-Wes  Dikgatlong,Highest price per hectare in 12 months(R/ha),
district,DC9,2016,50 001-100K,Barkley-Wes  Dikgatlong,Highest price per hectare in 12 months(R/ha),
district,DC9,2016,100 001-150K,Barkley-Wes  Dikgatlong,Highest price per hectare in 12 months(R/ha),
district,DC9,2016,150 001-200K,Barkley-Wes  Dikgatlong,Highest price per hectare in 12 months(R/ha),
district,DC9,2016,200 001-300K,Barkley-Wes  Dikgatlong,Highest price per hectare in 12 months(R/ha),
district,DC9,2016,300 001-500K,Barkley-Wes  Dikgatlong,Highest price per hectare in 12 months(R/ha),
district,DC9,2016,500 001-800K,Barkley-Wes  Dikgatlong,Highest price per hectare in 12 months(R/ha),
district,DC9,2016,800 001-1M,Barkley-Wes  Dikgatlong,Highest price per hectare in 12 months(R/ha),
district,DC9,2016,Above1M,Barkley-Wes  Dikgatlong,Highest price per hectare in 12 months(R/ha),
district,DC9,2016,Under1.5K,Barkley-Wes  Dikgatlong,Average price per hectare in 12 months(R/ha),992
district,DC9,2016,1 501-3K,Barkley-Wes  Dikgatlong,Average price per hectare in 12 months(R/ha),2601
district,DC9,2016,3 001-5K,Barkley-Wes  Dikgatlong,Average price per hectare in 12 months(R/ha),3770
district,DC9,2016,5 001-10K,Barkley-Wes  Dikgatlong,Average price per hectare in 12 months(R/ha),6386
district,DC9,2016,10 001-20K,Barkley-Wes  Dikgatlong,Average price per hectare in 12 months(R/ha),
district,DC9,2016,20 001-30K,Barkley-Wes  Dikgatlong,Average price per hectare in 12 months(R/ha),
district,DC9,2016,30 001-40K,Barkley-Wes  Dikgatlong,Average price per hectare in 12 months(R/ha),
district,DC9,2016,40 001-50K,Barkley-Wes  Dikgatlong,Average price per hectare in 12 months(R/ha),
district,DC9,2016,50 001-100K,Barkley-Wes  Dikgatlong,Average price per hectare in 12 months(R/ha),
district,DC9,2016,100 001-150K,Barkley-Wes  Dikgatlong,Average price per hectare in 12 months(R/ha),
district,DC9,2016,150 001-200K,Barkley-Wes  Dikgatlong,Average price per hectare in 12 months(R/ha),
district,DC9,2016,200 001-300K,Barkley-Wes  Dikgatlong,Average price per hectare in 12 months(R/ha),
district,DC9,2016,300 001-500K,Barkley-Wes  Dikgatlong,Average price per hectare in 12 months(R/ha),
district,DC9,2016,500 001-800K,Barkley-Wes  Dikgatlong,Average price per hectare in 12 months(R/ha),
district,DC9,2016,800 001-1M,Barkley-Wes  Dikgatlong,Average price per hectare in 12 months(R/ha),
district,DC9,2016,Above1M,Barkley-Wes  Dikgatlong,Average price per hectare in 12 months(R/ha),
district,DC9,2016,Under1.5K,Barkley-Wes  Dikgatlong,Price trend per hectare in 12 months(R/ha),
district,DC9,2016,1 501-3K,Barkley-Wes  Dikgatlong,Price trend per hectare in 12 months(R/ha),91
district,DC9,2016,3 001-5K,Barkley-Wes  Dikgatlong,Price trend per hectare in 12 months(R/ha),52
district,DC9,2016,5 001-10K,Barkley-Wes  Dikgatlong,Price trend per hectare in 12 months(R/ha),-248
district,DC9,2016,10 001-20K,Barkley-Wes  Dikgatlong,Price trend per hectare in 12 months(R/ha),
district,DC9,2016,20 001-30K,Barkley-Wes  Dikgatlong,Price trend per hectare in 12 months(R/ha),
district,DC9,2016,30 001-40K,Barkley-Wes  Dikgatlong,Price trend per hectare in 12 months(R/ha),
district,DC9,2016,40 001-50K,Barkley-Wes  Dikgatlong,Price trend per hectare in 12 months(R/ha),
district,DC9,2016,50 001-100K,Barkley-Wes  Dikgatlong,Price trend per hectare in 12 months(R/ha),
district,DC9,2016,100 001-150K,Barkley-Wes  Dikgatlong,Price trend per hectare in 12 months(R/ha),
district,DC9,2016,150 001-200K,Barkley-Wes  Dikgatlong,Price trend per hectare in 12 months(R/ha),
district,DC9,2016,200 001-300K,Barkley-Wes  Dikgatlong,Price trend per hectare in 12 months(R/ha),
district,DC9,2016,300 001-500K,Barkley-Wes  Dikgatlong,Price trend per hectare in 12 months(R/ha),
district,DC9,2016,500 001-800K,Barkley-Wes  Dikgatlong,Price trend per hectare in 12 months(R/ha),
district,DC9,2016,800 001-1M,Barkley-Wes  Dikgatlong,Price trend per hectare in 12 months(R/ha),
district,DC9,2016,Above1M,Barkley-Wes  Dikgatlong,Price trend per hectare in 12 months(R/ha),
district,DC9,2016,Under1.5K,Barkley-Wes  Dikgatlong,Average trend in 12 months(%),
district,DC9,2016,1 501-3K,Barkley-Wes  Dikgatlong,Average trend in 12 months(%),3.5
district,DC9,2016,3 001-5K,Barkley-Wes  Dikgatlong,Average trend in 12 months(%),1.4
district,DC9,2016,5 001-10K,Barkley-Wes  Dikgatlong,Average trend in 12 months(%),-3.9
district,DC9,2016,10 001-20K,Barkley-Wes  Dikgatlong,Average trend in 12 months(%),
district,DC9,2016,20 001-30K,Barkley-Wes  Dikgatlong,Average trend in 12 months(%),
district,DC9,2016,30 001-40K,Barkley-Wes  Dikgatlong,Average trend in 12 months(%),
district,DC9,2016,40 001-50K,Barkley-Wes  Dikgatlong,Average trend in 12 months(%),
district,DC9,2016,50 001-100K,Barkley-Wes  Dikgatlong,Average trend in 12 months(%),
district,DC9,2016,100 001-150K,Barkley-Wes  Dikgatlong,Average trend in 12 months(%),
district,DC9,2016,150 001-200K,Barkley-Wes  Dikgatlong,Average trend in 12 months(%),
district,DC9,2016,200 001-300K,Barkley-Wes  Dikgatlong,Average trend in 12 months(%),
district,DC9,2016,300 001-500K,Barkley-Wes  Dikgatlong,Average trend in 12 months(%),
district,DC9,2016,500 001-800K,Barkley-Wes  Dikgatlong,Average trend in 12 months(%),
district,DC9,2016,800 001-1M,Barkley-Wes  Dikgatlong,Average trend in 12 months(%),
district,DC9,2016,Above1M,Barkley-Wes  Dikgatlong,Average trend in 12 months(%),
district,DC9,2016,Under1.5K,Barkley-Wes  Dikgatlong,Average price in November 2018(R/ha),
district,DC9,2016,1 501-3K,Barkley-Wes  Dikgatlong,Average price in November 2018(R/ha),
district,DC9,2016,3 001-5K,Barkley-Wes  Dikgatlong,Average price in November 2018(R/ha),
district,DC9,2016,5 001-10K,Barkley-Wes  Dikgatlong,Average price in November 2018(R/ha),
district,DC9,2016,10 001-20K,Barkley-Wes  Dikgatlong,Average price in November 2018(R/ha),
district,DC9,2016,20 001-30K,Barkley-Wes  Dikgatlong,Average price in November 2018(R/ha),
district,DC9,2016,30 001-40K,Barkley-Wes  Dikgatlong,Average price in November 2018(R/ha),
district,DC9,2016,40 001-50K,Barkley-Wes  Dikgatlong,Average price in November 2018(R/ha),
district,DC9,2016,50 001-100K,Barkley-Wes  Dikgatlong,Average price in November 2018(R/ha),
district,DC9,2016,100 001-150K,Barkley-Wes  Dikgatlong,Average price in November 2018(R/ha),
district,DC9,2016,150 001-200K,Barkley-Wes  Dikgatlong,Average price in November 2018(R/ha),
district,DC9,2016,200 001-300K,Barkley-Wes  Dikgatlong,Average price in November 2018(R/ha),
district,DC9,2016,300 001-500K,Barkley-Wes  Dikgatlong,Average price in November 2018(R/ha),
district,DC9,2016,500 001-800K,Barkley-Wes  Dikgatlong,Average price in November 2018(R/ha),
district,DC9,2016,800 001-1M,Barkley-Wes  Dikgatlong,Average price in November 2018(R/ha),
district,DC9,2016,Above1M,Barkley-Wes  Dikgatlong,Average price in November 2018(R/ha),
district,DC14,2016,Under1.5K,Barkly-Oos   Senqu,Number of transactions in 12 months,
district,DC14,2016,1 501-3K,Barkly-Oos   Senqu,Number of transactions in 12 months,1
district,DC14,2016,3 001-5K,Barkly-Oos   Senqu,Number of transactions in 12 months,3
district,DC14,2016,5 001-10K,Barkly-Oos   Senqu,Number of transactions in 12 months,2
district,DC14,2016,10 001-20K,Barkly-Oos   Senqu,Number of transactions in 12 months,3
district,DC14,2016,20 001-30K,Barkly-Oos   Senqu,Number of transactions in 12 months,1
district,DC14,2016,30 001-40K,Barkly-Oos   Senqu,Number of transactions in 12 months,
district,DC14,2016,40 001-50K,Barkly-Oos   Senqu,Number of transactions in 12 months,
district,DC14,2016,50 001-100K,Barkly-Oos   Senqu,Number of transactions in 12 months,
district,DC14,2016,100 001-150K,Barkly-Oos   Senqu,Number of transactions in 12 months,
district,DC14,2016,150 001-200K,Barkly-Oos   Senqu,Number of transactions in 12 months,
district,DC14,2016,200 001-300K,Barkly-Oos   Senqu,Number of transactions in 12 months,
district,DC14,2016,300 001-500K,Barkly-Oos   Senqu,Number of transactions in 12 months,
district,DC14,2016,500 001-800K,Barkly-Oos   Senqu,Number of transactions in 12 months,
district,DC14,2016,800 001-1M,Barkly-Oos   Senqu,Number of transactions in 12 months,
district,DC14,2016,Above1M,Barkly-Oos   Senqu,Number of transactions in 12 months,
district,DC14,2016,Under1.5K,Barkly-Oos   Senqu,Total hectare traded in 12 months(ha),
district,DC14,2016,1 501-3K,Barkly-Oos   Senqu,Total hectare traded in 12 months(ha),775
district,DC14,2016,3 001-5K,Barkly-Oos   Senqu,Total hectare traded in 12 months(ha),3264
district,DC14,2016,5 001-10K,Barkly-Oos   Senqu,Total hectare traded in 12 months(ha),1966
district,DC14,2016,10 001-20K,Barkly-Oos   Senqu,Total hectare traded in 12 months(ha),1571
district,DC14,2016,20 001-30K,Barkly-Oos   Senqu,Total hectare traded in 12 months(ha),198
district,DC14,2016,30 001-40K,Barkly-Oos   Senqu,Total hectare traded in 12 months(ha),
district,DC14,2016,40 001-50K,Barkly-Oos   Senqu,Total hectare traded in 12 months(ha),
district,DC14,2016,50 001-100K,Barkly-Oos   Senqu,Total hectare traded in 12 months(ha),
district,DC14,2016,100 001-150K,Barkly-Oos   Senqu,Total hectare traded in 12 months(ha),
district,DC14,2016,150 001-200K,Barkly-Oos   Senqu,Total hectare traded in 12 months(ha),
district,DC14,2016,200 001-300K,Barkly-Oos   Senqu,Total hectare traded in 12 months(ha),
district,DC14,2016,300 001-500K,Barkly-Oos   Senqu,Total hectare traded in 12 months(ha),
district,DC14,2016,500 001-800K,Barkly-Oos   Senqu,Total hectare traded in 12 months(ha),
district,DC14,2016,800 001-1M,Barkly-Oos   Senqu,Total hectare traded in 12 months(ha),
district,DC14,2016,Above1M,Barkly-Oos   Senqu,Total hectare traded in 12 months(ha),
district,DC14,2016,Under1.5K,Barkly-Oos   Senqu,Lowest price per hectare in 12 months(R/ha),
district,DC14,2016,1 501-3K,Barkly-Oos   Senqu,Lowest price per hectare in 12 months(R/ha),2065
district,DC14,2016,3 001-5K,Barkly-Oos   Senqu,Lowest price per hectare in 12 months(R/ha),3423
district,DC14,2016,5 001-10K,Barkly-Oos   Senqu,Lowest price per hectare in 12 months(R/ha),6240
district,DC14,2016,10 001-20K,Barkly-Oos   Senqu,Lowest price per hectare in 12 months(R/ha),11331
district,DC14,2016,20 001-30K,Barkly-Oos   Senqu,Lowest price per hectare in 12 months(R/ha),23667
district,DC14,2016,30 001-40K,Barkly-Oos   Senqu,Lowest price per hectare in 12 months(R/ha),
district,DC14,2016,40 001-50K,Barkly-Oos   Senqu,Lowest price per hectare in 12 months(R/ha),
district,DC14,2016,50 001-100K,Barkly-Oos   Senqu,Lowest price per hectare in 12 months(R/ha),
district,DC14,2016,100 001-150K,Barkly-Oos   Senqu,Lowest price per hectare in 12 months(R/ha),
district,DC14,2016,150 001-200K,Barkly-Oos   Senqu,Lowest price per hectare in 12 months(R/ha),
district,DC14,2016,200 001-300K,Barkly-Oos   Senqu,Lowest price per hectare in 12 months(R/ha),
district,DC14,2016,300 001-500K,Barkly-Oos   Senqu,Lowest price per hectare in 12 months(R/ha),
district,DC14,2016,500 001-800K,Barkly-Oos   Senqu,Lowest price per hectare in 12 months(R/ha),
district,DC14,2016,800 001-1M,Barkly-Oos   Senqu,Lowest price per hectare in 12 months(R/ha),
district,DC14,2016,Above1M,Barkly-Oos   Senqu,Lowest price per hectare in 12 months(R/ha),
district,DC14,2016,Under1.5K,Barkly-Oos   Senqu,Highest price per hectare in 12 months(R/ha),
district,DC14,2016,1 501-3K,Barkly-Oos   Senqu,Highest price per hectare in 12 months(R/ha),2065
district,DC14,2016,3 001-5K,Barkly-Oos   Senqu,Highest price per hectare in 12 months(R/ha),4921
district,DC14,2016,5 001-10K,Barkly-Oos   Senqu,Highest price per hectare in 12 months(R/ha),7309
district,DC14,2016,10 001-20K,Barkly-Oos   Senqu,Highest price per hectare in 12 months(R/ha),13837
district,DC14,2016,20 001-30K,Barkly-Oos   Senqu,Highest price per hectare in 12 months(R/ha),23667
district,DC14,2016,30 001-40K,Barkly-Oos   Senqu,Highest price per hectare in 12 months(R/ha),
district,DC14,2016,40 001-50K,Barkly-Oos   Senqu,Highest price per hectare in 12 months(R/ha),
district,DC14,2016,50 001-100K,Barkly-Oos   Senqu,Highest price per hectare in 12 months(R/ha),
district,DC14,2016,100 001-150K,Barkly-Oos   Senqu,Highest price per hectare in 12 months(R/ha),
district,DC14,2016,150 001-200K,Barkly-Oos   Senqu,Highest price per hectare in 12 months(R/ha),
district,DC14,2016,200 001-300K,Barkly-Oos   Senqu,Highest price per hectare in 12 months(R/ha),
district,DC14,2016,300 001-500K,Barkly-Oos   Senqu,Highest price per hectare in 12 months(R/ha),
district,DC14,2016,500 001-800K,Barkly-Oos   Senqu,Highest price per hectare in 12 months(R/ha),
district,DC14,2016,800 001-1M,Barkly-Oos   Senqu,Highest price per hectare in 12 months(R/ha),
district,DC14,2016,Above1M,Barkly-Oos   Senqu,Highest price per hectare in 12 months(R/ha),
district,DC14,2016,Under1.5K,Barkly-Oos   Senqu,Average price per hectare in 12 months(R/ha),
district,DC14,2016,1 501-3K,Barkly-Oos   Senqu,Average price per hectare in 12 months(R/ha),2065
district,DC14,2016,3 001-5K,Barkly-Oos   Senqu,Average price per hectare in 12 months(R/ha),4303
district,DC14,2016,5 001-10K,Barkly-Oos   Senqu,Average price per hectare in 12 months(R/ha),6775
district,DC14,2016,10 001-20K,Barkly-Oos   Senqu,Average price per hectare in 12 months(R/ha),12730
district,DC14,2016,20 001-30K,Barkly-Oos   Senqu,Average price per hectare in 12 months(R/ha),23667
district,DC14,2016,30 001-40K,Barkly-Oos   Senqu,Average price per hectare in 12 months(R/ha),
district,DC14,2016,40 001-50K,Barkly-Oos   Senqu,Average price per hectare in 12 months(R/ha),
district,DC14,2016,50 001-100K,Barkly-Oos   Senqu,Average price per hectare in 12 months(R/ha),
district,DC14,2016,100 001-150K,Barkly-Oos   Senqu,Average price per hectare in 12 months(R/ha),
district,DC14,2016,150 001-200K,Barkly-Oos   Senqu,Average price per hectare in 12 months(R/ha),
district,DC14,2016,200 001-300K,Barkly-Oos   Senqu,Average price per hectare in 12 months(R/ha),
district,DC14,2016,300 001-500K,Barkly-Oos   Senqu,Average price per hectare in 12 months(R/ha),
district,DC14,2016,500 001-800K,Barkly-Oos   Senqu,Average price per hectare in 12 months(R/ha),
district,DC14,2016,800 001-1M,Barkly-Oos   Senqu,Average price per hectare in 12 months(R/ha),
district,DC14,2016,Above1M,Barkly-Oos   Senqu,Average price per hectare in 12 months(R/ha),
district,DC14,2016,Under1.5K,Barkly-Oos   Senqu,Price trend per hectare in 12 months(R/ha),
district,DC14,2016,1 501-3K,Barkly-Oos   Senqu,Price trend per hectare in 12 months(R/ha),
district,DC14,2016,3 001-5K,Barkly-Oos   Senqu,Price trend per hectare in 12 months(R/ha),-137
district,DC14,2016,5 001-10K,Barkly-Oos   Senqu,Price trend per hectare in 12 months(R/ha),1070
district,DC14,2016,10 001-20K,Barkly-Oos   Senqu,Price trend per hectare in 12 months(R/ha),
district,DC14,2016,20 001-30K,Barkly-Oos   Senqu,Price trend per hectare in 12 months(R/ha),
district,DC14,2016,30 001-40K,Barkly-Oos   Senqu,Price trend per hectare in 12 months(R/ha),
district,DC14,2016,40 001-50K,Barkly-Oos   Senqu,Price trend per hectare in 12 months(R/ha),
district,DC14,2016,50 001-100K,Barkly-Oos   Senqu,Price trend per hectare in 12 months(R/ha),
district,DC14,2016,100 001-150K,Barkly-Oos   Senqu,Price trend per hectare in 12 months(R/ha),
